,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
Angular_L,-0.35393366,-0.6631786,0.24569707,0.30462388,0.14484384,-0.18369621,-0.30097843,-0.6129303,-0.63280095,0.00372346,0.16374426,-0.36948114,0.61918892,-0.40467609,0.74609589,0.75445242,-0.61882173,-0.60134354,-0.27688288,-0.54860878,0.34984138,0.31586074,0.78282122,0.8257831,0.4674932,0.32183199,0.55386751,0.53670229,-0.53718824,-0.23711298,0.19001933,0.38347638,-0.42408989,-0.57637919,0.80330382,0.45132307,0.16543145,0.15629481,-0.05210058,0.05371351,-0.14665052,0.31169501,0.04299192,0.05157517,0.38281958,-0.26009227,-0.32755092,-0.23146475,-0.6759636,-0.64680156,-0.40199,-0.56581358,-0.79505706,-0.39659295,-0.38693289,-0.19623372,-0.42847925,-0.43233029,-0.74021309,-0.58050591,-0.6884554,-0.53055422,-0.31725764,-0.59345621,0,0.07137494,-0.40549358,-0.38151499,-0.07815672,-0.31392667,0.03218035,-0.16540242,-0.03508632,-0.23768983,0.05591793,0.08580815,0.11453004,-0.03934433,-0.1338054,-0.26396109,-0.49115277,-0.24618921,0.77511664,0.58474111,0.91599156,0.42407395,0.69635651,0.8454333,-0.19999423,-0.55916045,0.12006424,0.65512709,0.39102872,0.59631299,0.00326249,0.02632629,0.11439099,0.06803236,-0.05486751,0.23829971,-0.60278038,-0.13157056,-0.4181933,-0.55565047,0.1579722,0.1603416,0.26245105,-0.30307759,0.12450266,-0.11546674,0.05078975,0.09251973,-0.25805735,-0.00938768,0.0534151,-0.02117245
Angular_R,-0.42833195,0.01878887,-0.769357,0.20428347,0.01320943,0.44436191,-0.53105099,0.47780794,0.06567301,0.49683101,-0.17650323,0.16641373,0.06373491,0.62170706,-0.33540632,0.46571922,0.13804162,-0.24678121,-0.43284298,-0.07924296,-0.31853625,-0.00191058,-0.42149601,0.05960364,-0.25683291,-0.20013142,-0.2514494,-0.25776732,-0.3224225,-0.22729462,-0.67790509,-0.21721651,-0.2326552,-0.09530527,-0.03072773,0.05967023,-0.13872918,-0.34513425,-0.29430806,-0.26373426,-0.11788623,-0.24225659,-0.03691365,-0.04700937,0.20947547,0.49851177,0.1865437,0.09821259,-0.04118346,0.19759684,0.05102885,0.26518893,-0.14087834,-0.24155062,0.03558861,-0.27436733,-0.38542696,-0.23057288,-0.2387186,-0.02947473,-0.13427857,0.46348978,-0.10874407,0.1843668,0.07137494,0,-0.18494845,0.27211214,-0.14716937,-0.12489734,-0.50604504,-0.45802853,-0.62959685,-0.49730891,-0.11351641,-0.32879144,-0.36403767,-0.32424815,-0.12536941,-0.11863452,0.01615973,0.01272452,0.02153535,-0.14638885,0.13171185,0.70449204,-0.1667451,-0.26582048,0.07615051,0.52318531,0.3146721,-0.33012005,0.39943769,-0.46856106,0.42609206,0.32529481,0.49546334,-0.03904112,0.61984627,-0.34382599,0.10907181,-0.54873148,-0.03299825,-0.35946494,0.00462327,-0.28998662,0.23163708,0.11527491,0.10390758,-0.09013109,0.16506114,0.26723473,0.01509682,-0.09468915,0.03929943,-0.32199473
Precuneus_L,-0.07661788,-0.19867835,-0.01273966,0.08529716,-0.58224146,-0.11011587,-0.13362934,0.04573601,0.07404253,-0.4551137,-0.55572654,-0.27479172,-0.76512021,-0.0861642,-0.43577569,-0.5066864,0.2045444,0.23030462,-0.14707148,-0.01550866,0.43183782,-0.22854848,-0.32683279,-0.29193403,-0.0766943,0.19574067,-0.25596341,-0.11763564,0.37142816,0.17010472,0.07699012,-0.16646584,0.72733947,0.45299635,-0.0912394,0.3088164,-0.03659662,0.21083856,0.31601595,0.39772492,0.11322535,0.05144798,0.20246041,0.17292904,0.15454592,0.47783606,0.15194039,0.09844231,0.65203869,0.48633804,0.54413858,0.71436287,0.18105378,-0.44028949,0.63475226,0.28346525,-0.12204055,-0.21683121,0.53459459,0.17968108,0.14952106,-0.06597926,0.38334239,0.37517328,-0.40549358,-0.18494845,0,0.87007733,0.07022947,0.51098899,-0.01298233,-0.19579372,0.04474113,-0.18030571,0.1344875,-0.09538036,0.11491069,-0.20026684,0.05551622,-0.17469011,-0.20077604,0.01266018,-0.33287806,-0.44317768,-0.58714261,-0.09339983,-0.0625378,-0.19598869,-0.0930924,0.24646385,-0.5046564,-0.50745431,-0.56426661,-0.30590025,0.20159691,0.36089117,0.12516772,0.38616886,-0.15225899,-0.20092127,0.16958582,0.00698924,-0.02981103,0.17883387,0.22033362,0.25896166,-0.34131228,0.07792724,-0.03362242,0.366402,0.40242637,-0.30534919,-0.28610736,-0.38073602,-0.60262051,-0.25071975
Precuneus_R,-0.33091212,-0.20897659,-0.34752453,0.18694581,-0.54414026,0.13353891,-0.34160749,0.30760136,0.18027028,-0.1486466,-0.67707025,-0.196028,-0.7666549,0.23219387,-0.59663304,-0.28389549,0.28517456,0.05546954,-0.38069678,-0.09245995,0.20040285,-0.30308036,-0.51423362,-0.24105761,-0.22041413,0.10342828,-0.41084175,-0.28592559,0.22033456,-0.00774414,-0.16539669,-0.19503513,0.60536076,0.43512407,-0.13139266,0.32439183,-0.16110855,0.00687675,0.10537999,0.22256611,0.01806172,-0.17471866,0.14338092,0.17014373,0.24938221,0.74372321,0.22787503,0.16615011,0.59217107,0.57808002,0.53250694,0.82875346,0.11054599,-0.49570778,0.60465592,0.1356642,-0.29338146,-0.34472343,0.35774537,0.0582184,0.02583137,0.12680217,0.3064088,0.43759312,-0.38151499,0.27211214,0.87007733,0,-0.0805178,0.34684319,-0.23570277,-0.36301588,-0.26899267,-0.43139897,0.08248312,-0.30065817,-0.05413603,-0.35048976,0.03085528,-0.17022761,-0.13663462,0.08155211,-0.29736364,-0.51541516,-0.51936957,0.27084717,-0.13911506,-0.33157387,-0.09565072,0.44113569,-0.34159511,-0.65937217,-0.38145369,-0.50697075,0.33399474,0.44347659,0.30029118,0.34358648,0.17936268,-0.30838832,0.27166135,-0.17348626,0.05737063,0.06705034,0.27070529,0.13095185,-0.18486744,0.14588895,-0.03439334,0.24426911,0.42637683,-0.15720134,-0.27804447,-0.37534496,-0.53004749,-0.38235717
Paracentral_Lobule_L,0.14646003,0.26835203,0.03714176,-0.0013369,-0.13266891,-0.04936914,-0.27854017,-0.31675744,-0.32390442,-0.23943808,-0.03435991,-0.43159019,-0.0451882,-0.33379366,0.04313523,0.0037473,0.07734937,0.38075005,0.32741388,0.37673288,0.12050341,0.04718182,0.10292936,0.02757254,0.21401938,0.06634065,0.14361672,0.39340638,-0.02181683,0.35422833,-0.09777589,-0.06912175,0.17343299,-0.00357044,0.13394038,0.20391154,0.02695274,0.17519309,0.15317876,0.06271028,0.49678922,0.50963657,0.0605892,-0.06762595,-0.04307107,-0.28031738,0.05538767,0.05764212,-0.00153342,-0.04555724,0.18587782,-0.06500798,0.01194594,0.16188666,0.13202344,0.11985489,0.47221058,0.49974252,0.29873146,0.53261492,0.01621741,-0.11473055,-0.01014132,0.06882921,-0.07815672,-0.14716937,0.07022947,-0.0805178,0,0.77652191,-0.3279668,-0.42014474,0.38455212,0.51529624,0.22291258,0.457985,0.04369494,0.34735467,0.30300516,0.05318336,0.09823167,0.13280257,-0.06643175,0.25906785,-0.04273463,-0.21566507,-0.02261549,0.16602894,-0.20267995,-0.24337736,-0.06295816,-0.10247881,-0.12182658,-0.11111618,0.17882631,0.01007036,0.00400973,-0.01649067,-0.14701232,0.08771627,-0.08261159,-0.13083864,0.01331345,0.09415058,-0.45356597,0.05790298,-0.22742955,-0.11682346,0.06084201,0.05795281,0.16620151,0.24970147,0.08296834,0.21086004,-0.08420213,-0.28748358
Paracentral_Lobule_R,-0.07964805,0.13610534,-0.10950775,0.08292895,-0.5311183,0.01770579,-0.40449066,-0.11900583,-0.23912245,-0.26836837,-0.35337412,-0.50199947,-0.44783597,-0.20773515,-0.24049853,-0.14085858,0.2975629,0.62850218,0.07085758,0.29740424,0.14046314,-0.05359103,-0.19379944,-0.11903475,0.02652353,0.0078403,-0.09103999,0.11908731,0.18135955,0.54138185,-0.12965616,-0.11202284,0.50919793,0.32524606,0.01540621,0.26037758,-0.02312583,0.20178333,0.27593621,0.28041918,0.37984566,0.37436238,0.18000237,-0.02477665,0.06842206,0.01373972,0.28898362,0.22674667,0.37307192,0.21923277,0.41220597,0.31894472,0.1668401,-0.10194998,0.58123881,0.37348191,0.25214799,0.38284485,0.41991829,0.61969985,0.02523743,-0.03409382,0.2229109,0.38254046,-0.31392667,-0.12489734,0.51098899,0.34684319,0.77652191,0,-0.43492876,-0.54618673,0.22859483,0.29554818,0.10034168,0.17512922,-0.13175343,0.04252675,0.36138665,0.1267227,0.07120387,0.28314857,-0.20250432,0.0469832,-0.33936318,-0.11445621,-0.11064292,0.0003208,-0.22946673,-0.03399303,-0.25431171,-0.46094417,-0.34593054,-0.3899555,0.48084148,0.30321868,0.22621237,0.20181971,0.01787241,-0.15800736,0.03420345,-0.29907292,0.04495645,0.07935865,-0.33539548,0.0627787,-0.55723126,-0.22810145,0.18276864,0.32336683,0.40075014,0.15681474,-0.07800767,-0.06631582,-0.45759967,-0.31849878
Caudate_L,0.50264696,-0.18978343,0.56240175,-0.20839435,0.10809902,-0.3631836,0.68852744,-0.1252967,0.11193851,-0.19316221,0.40558752,0.23483004,0.12023781,-0.23709713,0.26182578,-0.35663942,-0.38420206,-0.19452786,0.36428696,-0.06559945,0.2796175,0.05580889,0.29997793,-0.11647143,0.03286127,0.07768662,0.20245829,0.05931071,0.19822348,-0.13645508,0.59175922,0.27451073,-0.11417533,-0.01663253,-0.10630467,-0.3276375,0.05982242,0.07107801,0.14882479,0.09301112,-0.15504443,-0.07399272,-0.11344168,-0.05590864,-0.33459504,-0.36050322,-0.42121544,-0.35422039,-0.1421251,-0.35959439,-0.32253672,-0.32382092,0.04240656,0.04568046,-0.42717996,-0.16686927,0.13183,-0.25522564,0.14447494,-0.2280025,0.33063911,-0.19595415,0.00744396,-0.29569042,0.03218035,-0.50604504,-0.01298233,-0.23570277,-0.3279668,-0.43492876,0,0.84522461,0.23551063,0.02032344,-0.07833674,0.0735019,0.20031021,0.11024584,-0.10353247,-0.12136875,-0.21141217,-0.43307142,-0.07462854,-0.21752974,-0.02512313,-0.44889443,0.05287342,0.04308937,0.16377465,-0.17608156,-0.06963988,0.46502722,0.01172126,0.5702472,-0.51903869,-0.39210122,-0.37983521,0.00641207,-0.54671543,0.36707428,0.03157818,0.71660362,0.11170365,0.38167091,0.25718612,0.20776359,0.02577489,0.08629739,-0.14992719,0.01187624,-0.36775571,-0.28205229,0.08263501,-0.03415155,0.0720481,0.55293298
Caudate_R,0.56285213,0.11029216,0.46580033,-0.31359849,0.30614488,-0.27201869,0.78691803,0.11074767,0.33207997,0.00448616,0.43812281,0.4924941,0.11738069,-0.06015847,0.12053381,-0.40624241,-0.22246115,-0.05853974,0.369098,0.02053892,-0.04739674,-0.03093668,0.10695543,-0.28322064,-0.04948369,-0.09810147,0.0783648,-0.18065016,0.24216968,-0.12434901,0.48327855,0.17269743,-0.17957737,0.04774671,-0.30950001,-0.50292515,0.08070826,-0.06402386,0.12042055,-0.06165166,-0.11641653,-0.21436402,-0.15265542,-0.0715267,-0.41067965,-0.28955118,-0.26895593,-0.20686711,-0.0357541,-0.14999003,-0.30812403,-0.30113145,0.25357888,0.34398757,-0.36409198,-0.10157709,0.24110808,-0.07878245,0.15119533,-0.18284826,0.43325501,0.01860857,-0.05818571,-0.24480125,-0.16540242,-0.45802853,-0.19579372,-0.36301588,-0.42014474,-0.54618673,0.84522461,0,0.21088315,0.19799592,-0.14167907,0.22656673,0.13256312,0.10933157,0.05208015,0.09767859,0.16596887,-0.31019662,-0.14090481,-0.1084246,-0.14031739,-0.58236162,-0.13984349,-0.21977745,0.33004893,0.01294013,0.0784489,0.32538878,0.08674003,0.35464265,-0.5759855,-0.43094274,-0.54813481,-0.19906962,-0.52881854,0.10522487,0.18403415,0.61811321,0.11907047,0.33798104,0.06296718,-0.11142705,0.18513059,0.12634053,-0.11784836,-0.00818183,-0.47810101,-0.23402917,0.27047074,0.06592104,0.21471861,0.56474534
Putamen_L,0.31619159,0.05646814,0.53259338,-0.11751373,0.16412667,-0.29256166,0.29459989,-0.50301749,-0.0459857,-0.58044199,0.19079998,-0.06506969,0.01641823,-0.67734324,0.29012592,-0.31928723,-0.18309648,0.12914703,0.38933719,0.17773976,0.38988659,0.32314776,0.33682362,0.01033728,0.33497596,0.35402842,0.35686781,0.46441385,0.0721418,0.07942229,0.36001407,0.00435989,0.03448402,-0.03933817,0.06063638,-0.05294332,0.33253778,0.2500736,0.43862251,0.16945788,0.14525323,0.51626754,-0.06386576,-0.0910008,-0.25666331,-0.43550702,-0.37019999,-0.23355965,-0.12434408,-0.16170608,0.04156157,-0.26955953,-0.02297068,0.13895957,-0.06762091,0.18556104,0.29423278,0.24025968,0.25838947,0.06997581,0.15518347,-0.27599928,-0.1740871,-0.23368562,-0.03508632,-0.62959685,0.04474113,-0.26899267,0.38455212,0.22859483,0.23551063,0.21088315,0,0.69997979,0.49099623,0.52955954,0.08819886,0.51006542,0.27222582,0.00220658,-0.06971505,-0.16240887,-0.07713687,0.15371049,-0.02980417,-0.53963135,0.18942925,0.29305805,-0.02283892,-0.32715962,-0.43264997,0.22839901,-0.24793468,0.3531081,-0.18591653,-0.13850061,-0.08146025,0.12315178,-0.52266967,0.29264684,-0.24173979,0.27369225,-0.17962728,0.37206626,-0.10567463,0.42468643,-0.07070655,-0.1098646,0.17269919,0.49589917,0.11229778,0.06017128,0.17621239,0.1924439,0.03403269,0.28820796
Putamen_R,0.40220883,0.42403949,0.31103139,-0.23599125,0.19477302,-0.0473349,0.30584585,-0.21149923,0.09844138,-0.24116567,0.29734369,0.04395438,0.1146302,-0.3263688,0.19559158,-0.34020901,0.14425454,0.45635426,0.50372322,0.41616343,-0.05294655,0.12622226,0.09946392,-0.22561569,0.12425991,-0.01213601,0.12663087,0.22342659,0.24158632,0.28181864,0.14508262,-0.21736821,-0.02483329,-0.01169442,-0.17771683,-0.16088934,0.1730354,0.11369991,0.19883142,-0.00996581,0.4027147,0.44592793,-0.1424306,-0.15194858,-0.38779644,-0.52038928,-0.17169397,-0.03502478,-0.05435221,-0.03609069,0.00022853,-0.27831438,0.36850921,0.51773568,-0.01000847,0.19228937,0.58936201,0.59979794,0.33138299,0.38983182,0.30119385,0.03831338,-0.05754102,-0.05153443,-0.23768983,-0.49730891,-0.18030571,-0.43139897,0.51529624,0.29554818,0.02032344,0.19799592,0.69997979,0,0.16183246,0.58198248,0.00197885,0.42261966,0.25640508,0.37785114,0.2701407,0.14524044,-0.21961141,0.28311301,-0.1865381,-0.61581974,-0.16727257,0.03617427,0.11845428,-0.18396648,-0.20438905,0.03491812,-0.1549471,0.08321513,-0.13909435,-0.25525848,-0.28390729,-0.05801651,-0.35914996,0.11056179,-0.08962799,0.15955544,-0.01104915,0.33243743,-0.4341022,0.07690625,-0.02889567,-0.12266573,0.03974343,0.09325468,-0.12199705,0.16647166,0.21878674,0.23162994,0.11329471,0.28765787
Pallidum_L,0.04542651,0.0822557,0.13471288,0.01990952,0.09299688,-0.30065112,-0.08509538,-0.28676874,0.03332736,-0.41711221,-0.07549727,-0.17199601,-0.05231689,-0.36780557,-0.00234534,-0.06820922,-0.0760093,-0.11095087,0.16539078,0.16827218,0.23468109,-0.01956141,0.11332282,0.14737265,0.24180711,0.10631795,0.18001355,0.2957786,-0.13122384,-0.374219,-0.01989583,-0.03507814,0.04227687,0.0099148,0.12589086,0.2255808,0.02966072,-0.06075429,0.04719686,-0.0981832,-0.11230606,0.07292745,0.03684196,0.05815576,0.10768947,0.08454026,-0.24346958,-0.21243085,-0.03638337,0.05517672,0.00203549,-0.08231761,-0.21372338,-0.23799306,-0.27529682,-0.09289811,0.02793526,-0.009159,0.21488336,0.12248039,-0.05737256,-0.15213875,-0.08969102,-0.00903665,0.05591793,-0.11351641,0.1344875,0.08248312,0.22291258,0.10034168,-0.07833674,-0.14167907,0.49099623,0.16183246,0,0.29861562,0.00993597,0.37532958,0.06878672,-0.16941186,0.04150705,0.06633087,0.08098016,0.07526153,0.05123552,0.00846865,0.38550852,0.2409025,-0.30769134,-0.24155826,-0.49890073,-0.09069474,-0.33298371,-0.04060139,-0.09718455,0.10069043,-0.02969343,-0.17917891,-0.01768082,0.2232665,0.00367373,0.17013189,-0.05171277,0.16236223,0.17949529,0.27937116,0.1476146,0.29029226,0.27238795,0.34944415,0.21918884,0.04904823,-0.16499452,0.02162464,0.23482435,-0.413666
Pallidum_R,0.31935293,0.12588209,0.37714029,0.00347295,0.2722004,-0.37087207,0.00893388,-0.4239336,-0.26965884,-0.40912242,0.12142158,0.00928484,0.15432657,-0.42614804,0.23548674,-0.08187205,-0.20033061,0.10214545,0.22820866,-0.01353361,0.1701773,0.11289885,0.30693086,0.07952922,0.54131202,0.33053764,0.44757886,0.40973335,-0.08740678,0.08359112,0.06042583,-0.11887357,-0.11283439,-0.29776588,0.26670674,0.17091818,0.4489207,0.33279443,0.44245754,0.23342958,0.43186639,0.55489987,0.22204189,0.21134702,0.06292763,-0.25582046,-0.06253725,0.08708998,0.02392212,-0.00140023,0.17459232,-0.16732812,-0.12405916,0.17966864,-0.00831163,0.32958082,0.35023069,0.15693084,0.22071799,0.05006328,0.09015439,-0.27860555,-0.33512381,-0.38840141,0.08580815,-0.32879144,-0.09538036,-0.30065817,0.457985,0.17512922,0.0735019,0.22656673,0.52955954,0.58198248,0.29861562,0,0.18551223,0.21421492,0.34768167,-0.03174197,0.11100521,-0.24241501,0.03178724,0.48888461,0.00631784,-0.50570197,0.13367922,0.18252275,0.01087388,-0.15600251,-0.08236446,0.13825496,0.06395285,0.17610043,-0.26124534,-0.05517741,-0.27455041,-0.05081713,-0.56893831,-0.06252462,-0.28240285,-0.01791725,-0.37734721,-0.10316973,-0.19191167,-0.07877034,0.27563755,-0.05984897,0.05391876,0.19796793,0.07577028,0.00063574,0.16579611,0.2088498,0.15711982,0.05555199
Thalamus_L,0.15092937,-0.06703761,0.27567365,-0.10709335,0.13247018,-0.17651797,0.0020783,-0.45023914,-0.32926425,-0.41399508,0.00851453,0.0632381,0.10063889,-0.19251143,0.24815663,-0.23898389,-0.15814975,-0.1544665,0.02752359,-0.15013169,0.41981431,0.22518679,0.2851829,0.02412874,0.33898836,0.29613867,0.35970985,0.34496413,0.02613277,-0.29392232,0.1831323,-0.10126743,0.1583103,-0.22766545,0.25193338,0.2918212,0.19431333,0.32636431,0.12904844,0.22537152,0.40982958,0.23914361,0.3594711,0.44163713,0.31168502,0.02867457,0.12444504,0.19405159,0.11009292,0.0378145,0.21767497,0.03889415,0.02100919,0.13484045,-0.03575946,0.10090628,0.06236216,-0.03813439,-0.03728667,-0.27373154,-0.10046801,-0.3411997,-0.01601956,-0.25910538,0.11453004,-0.36403767,0.11491069,-0.05413603,0.04369494,-0.13175343,0.20031021,0.13256312,0.08819886,0.00197885,0.00993597,0.18551223,0,0.41027647,-0.16507109,-0.39731078,-0.24408005,-0.17717822,0.0481822,0.06748341,0.01433925,-0.27225134,0.15725151,0.15034803,0.02748376,-0.0609682,-0.1129938,0.17042644,-0.27630469,0.29467628,-0.3856823,-0.05556764,-0.25064997,0.19641962,-0.43418704,0.10199341,-0.40849932,0.02977753,-0.27614166,-0.25132441,0.00386236,0.11366385,0.0847367,0.13542793,-0.20882426,-0.16917056,0.11452591,-0.19045639,-0.07441646,0.2926891,0.06947386,0.06809354
Thalamus_R,0.29610982,0.4027484,0.03623581,-0.5691477,0.09998844,0.27579775,0.18424821,-0.19994287,0.08788317,-0.07231112,0.37545146,-0.06012979,0.15642888,-0.32463529,0.24424623,-0.24967164,0.12034996,0.04083915,0.57448808,0.53939363,0.08254458,0.21321996,0.06798019,-0.19279568,-0.13094895,-0.18164539,-0.00056183,0.1287372,0.26703056,-0.004845,0.27848347,0.01868487,0.1800632,0.1667585,-0.18643905,-0.15800899,-0.22384108,-0.18439823,-0.16910232,-0.29443328,0.21869663,0.15232736,-0.24835104,-0.19062537,-0.11377628,-0.18473422,-0.20179931,-0.21929631,-0.10148487,-0.07130355,-0.30518849,-0.39870384,0.26826337,0.37460102,-0.32772096,-0.29421297,0.19982419,0.41391013,0.08571741,0.14626378,0.06167792,0.13323904,0.1540143,0.1430144,-0.03934433,-0.32424815,-0.20026684,-0.35048976,0.34735467,0.04252675,0.11024584,0.10933157,0.51006542,0.42261966,0.37532958,0.21421492,0.41027647,0,0.08496693,-0.05792213,0.14891651,0.14997666,0.03610378,0.21135206,0.09847977,-0.23763601,-0.12644369,0.12473288,0.20337614,-0.24133856,-0.17567095,0.03107454,-0.22063799,0.04049575,-0.21210012,-0.31468409,-0.17739855,-0.2599046,-0.12193057,0.18113611,-0.01429569,0.19849788,0.19207565,0.20321515,-0.31864202,0.22666547,-0.05793545,0.09775085,-0.19694543,-0.08923097,-0.18534807,0.12116865,0.16108896,0.19466142,0.12808606,0.05479209
Heschl_L,-0.14390804,0.03988206,0.07315427,-0.05681565,-0.23758273,0.007434,-0.2264172,-0.08394143,-0.08255997,0.11219087,-0.32441448,-0.20512827,-0.34930579,-0.23522525,-0.12110692,0.02692146,0.1571184,0.3322853,-0.10769814,-0.03586829,-0.10265523,-0.03514204,-0.04189251,0.03395756,0.1075033,0.04289571,0.0826137,0.0208426,0.06661892,0.24551021,0.22490373,0.3157009,0.17080966,0.23605578,0.0748847,0.12757516,0.07883409,0.07985757,0.29281726,0.20157986,0.33674125,0.04862241,0.12680536,0.13598683,0.13062839,0.11207982,0.22944642,0.3214332,0.12157122,0.11986612,0.16622437,0.04672724,-0.00559186,0.12963611,0.21713686,0.31856713,0.24961683,0.09327314,0.02001888,0.00567111,-0.17170777,-0.16229017,-0.18523926,-0.0256115,-0.1338054,-0.12536941,0.05551622,0.03085528,0.30300516,0.36138665,-0.10353247,0.05208015,0.27222582,0.25640508,0.06878672,0.34768167,-0.16507109,0.08496693,0,0.19737447,0.38582437,0.1320975,0.06578871,0.36000095,-0.10318017,-0.14586041,-0.08503948,-0.03089501,-0.15589795,-0.09988712,-0.06601341,-0.25012536,-0.08620676,-0.25195059,0.26568276,0.20811693,-0.05815175,0.06619535,-0.18722579,-0.28679907,0.04425919,-0.16070508,0.17890475,-0.02470082,-0.32269188,-0.29709246,-0.1936962,-0.27703949,0.38992029,0.41241322,0.1842153,0.23652832,0.10539884,0.07121834,-0.29122648,-0.07465096
Heschl_R,-0.178869,0.27053893,0.11839358,0.1892236,-0.22634599,0.12598159,0.26309735,0.40864232,0.31142357,0.44426655,-0.13615542,-0.23519833,-0.20628812,0.23003351,-0.10272657,0.03807002,0.27143344,0.51902938,0.07927259,0.18194582,-0.70847476,-0.50746715,-0.06711093,-0.01558521,-0.30126911,-0.54220618,-0.34426346,-0.3991856,0.00264769,0.18764741,0.25249015,0.31470941,-0.06793213,0.41349015,-0.29023793,-0.22778044,-0.24685827,-0.19034706,-0.24579079,-0.23760231,0.1265335,-0.11701969,-0.39249453,-0.47618833,-0.48562139,-0.35995987,-0.0637035,0.00141935,-0.23272762,-0.22504338,-0.34171855,-0.25835355,0.34696012,0.38804707,0.09300818,-0.02510916,0.43570676,0.57461111,-0.07051562,0.23002007,-0.01825896,0.16195476,0.00092042,0.20713791,-0.26396109,-0.11863452,-0.17469011,-0.17022761,0.05318336,0.1267227,-0.12136875,0.09767859,0.00220658,0.37785114,-0.16941186,-0.03174197,-0.39731078,-0.05792213,0.19737447,0,0.6326724,0.69473752,-0.07804953,0.19394218,-0.1933611,-0.17375765,-0.28683133,-0.21543697,-0.06174883,-0.11774664,0.17201107,-0.24070106,0.15361115,-0.12438946,0.00923711,-0.53682264,-0.28262017,-0.33813495,0.10624161,-0.18791431,0.28588189,0.11548271,0.27729355,0.12247295,-0.45562897,-0.35371544,-0.38733664,-0.45834328,0.13553138,-0.207838,-0.32782839,0.34423369,-0.18789169,0.10528139,-0.1003887,0.07145714
